ID,MIDI,YEAR
"7873,""Misc Sequencers  A-E/Makin' You Nervous.mid"",2003"
"7966,""Misc Sequencers  A-E/Man's Feelings.mid"",2003"
"8635,""Misc Sequencers  A-E/Multicultural Rag.mid"",2001"
"9513,""Misc Sequencers  A-E/Open Her Up, Pat!.mid"",2007"
"9677,""Misc Sequencers  A-E/Paradies Goes Ragtime.mid"",2003"
"10089,""Misc Sequencers  A-E/Pittsburgh Hottie  The.mid"",2005"
"10828,""Misc Sequencers  A-E/Ragtime Buddy.mid"",2003"
"10992,""Misc Sequencers  A-E/Ragtime Rendezvous.mid"",1997"
"12489,""Misc Sequencers  A-E/Soda Fountain Rag.mid"",1913"
"13042,""Misc Sequencers  A-E/Summer Feel.mid"",2003"
"13512,""Misc Sequencers  A-E/Ten Twenty-Seven  The.mid"",2007"
"13764,""Misc Sequencers  A-E/That Peachy Keen Rag.mid"",2004"
"14216,""Misc Sequencers  A-E/Tournament Galop.mid"",n/a"
"14421,""Misc Sequencers  A-E/Twelve Twenty-Three.mid"",2007"
"14923,""Misc Sequencers  A-E/Weetabix Rag.mid"",2001"
"15122,""Misc Sequencers  A-E/Whiskey Row Rag.mid"",1981"
"1024,""Trachtman/Bird-Brain Rag.mid"",1959"
"2002,""Trachtman/Champagne Rag.mid"",1910"
"2673,""Trachtman/Cottontail Rag.mid"",n/a"
"3756,""Trachtman/Efficiency Rag.mid"",1917"
"3839,""Trachtman/Encore Rag.mid"",1912"
"3922,""Trachtman/Evergreen Rag.mid"",1915"
"4096,""Trachtman/Favorite  The.mid"",1904"
"4510,""Trachtman/Frog Legs Rag.mid"",1906"
"4817,""Trachtman/Gladiolus Rag.mid"",1907"
"5042,""Trachtman/Great Scott Rag.mid"",1909"
"5248,""Trachtman/Harlem Rag.mid"",1897"
"5457,""Trachtman/Hilarity Rag.mid"",1910"
"5568,""Trachtman/Honey Moon Rag.mid"",1916"
"7477,""Trachtman/Lily Queen.mid"",1907"
"8927,""Trachtman/New Era Rag.mid"",1919"
"9105,""Trachtman/Nonpareil  The.mid"",1907"
"9551,""Trachtman/Original Rags.mid"",1899"
"9641,""Trachtman/Palm Leaf Rag.mid"",1903"
"9765,""Trachtman/Peace And Plenty Rag.mid"",1919"
"9774,""Trachtman/Peacherine Rag.mid"",1901"
"10234,""Trachtman/Possum Rag.mid"",1907"
"13070,""Trachtman/Sunburst Rag.mid"",1909"
"640,""Roache/Aura Of Indigo.mid"",n/a"
"7597,""Roache/Lone Jack To Knob Noster.mid"",1993"
"8988,""Roache/Niantic By The Sea.mid"",1994"
"11595,""Roache/Rose Blossoms.mid"",1990"
"92,""Hiawatha & Radna/Adroit Imposter  The.mid"",2009"
"432,""Hiawatha & Radna/Antifreeze Rag.mid"",2009"
"526,""Hiawatha & Radna/Artichoke Rag.mid"",2009"
"1378,""Hiawatha & Radna/Brain Rag.mid"",2009"
"1380,""Hiawatha & Radna/Braintree Street Rag.mid"",2009"
"1393,""Hiawatha & Radna/Breadfruit Rag.mid"",2009"
"1823,""Hiawatha & Radna/Cantaloupe Rag.mid"",2009"
"1843,""Hiawatha & Radna/Carbon Rag.mid"",2009"
"1844,""Hiawatha & Radna/Cardboard Rag.mid"",2009"
"2232,""Hiawatha & Radna/Cinnamon Rag.mid"",2009"
"2249,""Hiawatha & Radna/Claptrap.mid"",2010"
"2341,""Hiawatha & Radna/Coffee Cake Rag.mid"",2009"
"2346,""Hiawatha & Radna/Coffin House Rag.mid"",2009"
"2612,""Hiawatha & Radna/Cornucopia Rag.mid"",2009"
"2624,""Hiawatha & Radna/Cosmopolitan Rag.mid"",2009"
"2870,""Hiawatha & Radna/Cyclops Rag.mid"",2009"
"3227,""Hiawatha & Radna/Diapason Rag.mid"",2009"
"3708,""Hiawatha & Radna/Eating Library Paste.mid"",2004"
"3841,""Hiawatha & Radna/End Street Rag.mid"",2009"
"3864,""Hiawatha & Radna/Erratica.mid"",2004"
"3898,""Hiawatha & Radna/Eugene Rag.mid"",2004"
"4023,""Hiawatha & Radna/Fairground Rag.mid"",2009"
"4562,""Hiawatha & Radna/Funhouse Rag.mid"",2009"
"4630,""Hiawatha & Radna/Gargoyle Rag.mid"",2009"
"4767,""Hiawatha & Radna/Gillygaloo Rag.mid"",2010"
"4879,""Hiawatha & Radna/Golden Apple Rag.mid"",2009"
"4998,""Hiawatha & Radna/Graffiti Rag.mid"",2009"
"5028,""Hiawatha & Radna/Gray Sky Rag.mid"",2009"
"5107,""Hiawatha & Radna/Halcyon Rag.mid"",2009"
"5112,""Hiawatha & Radna/Half Moon Rag.mid"",2009"
"5115,""Hiawatha & Radna/Half Vast Rag  The.mid"",2009"
"5226,""Hiawatha & Radna/Harbor Street Rag.mid"",2009"
"5527,""Hiawatha & Radna/Home Run Rag.mid"",2009"
"5718,""Hiawatha & Radna/Hotel Rag.mid"",2009"
"6070,""Hiawatha & Radna/Ice Wine Rag.mid"",2009"
"6371,""Hiawatha & Radna/Inauguration Rag.mid"",2009"
"6604,""Hiawatha & Radna/Ivy Rag.mid"",2009"
"6794,""Hiawatha & Radna/John Stark Naked.mid"",2007"
"7080,""Hiawatha & Radna/Kerosene Rag.mid"",2009"
"7087,""Hiawatha & Radna/Ketchup Catch-Up.mid"",2010"
"7101,""Hiawatha & Radna/Kickshaw Rag.mid"",2010"
"7408,""Hiawatha & Radna/Lessor Of Two Weevils.mid"",2009"
"7483,""Hiawatha & Radna/Limeade Rag.mid"",2009"
"7489,""Hiawatha & Radna/Lincoln Square Rag.mid"",2009"
"7585,""Hiawatha & Radna/Lobster Rag.mid"",2009"
"7631,""Hiawatha & Radna/Longshot Rag.mid"",2009"
"7729,""Hiawatha & Radna/Lowbrow Rag.mid"",2009"
"7779,""Hiawatha & Radna/Lye Rag.mid"",2009"
"7832,""Hiawatha & Radna/Magenta Rag.mid"",2009"
"8040,""Hiawatha & Radna/Martini Rag.mid"",2009"
"8452,""Hiawatha & Radna/Molly Coddle.mid"",1907"
"8529,""Hiawatha & Radna/Moonstone Rag.mid"",2009"
"8558,""Hiawatha & Radna/Morrigan's Cakewalk.mid"",2009"
"8639,""Hiawatha & Radna/Mundungus.mid"",2009"
"8870,""Hiawatha & Radna/Necromania Rag.mid"",1990"
"8939,""Hiawatha & Radna/New London Rag.mid"",2006"
"8969,""Hiawatha & Radna/New Years Rag.mid"",2008"
"8982,""Hiawatha & Radna/Newport Rambler  The.mid"",2009"
"9060,""Hiawatha & Radna/No Name Key Rag.mid"",2009"
"9197,""Hiawatha & Radna/Ofay Honky Stomp.mid"",2001"
"9381,""Hiawatha & Radna/Old Washboard Rag.mid"",2009"
"9401,""Hiawatha & Radna/Olive Rag.mid"",2009"
"9473,""Hiawatha & Radna/One For Scott.mid"",2006"
"9913,""Hiawatha & Radna/Pi.mid"",2005"
"10021,""Hiawatha & Radna/Pie in the Sky Rag.mid"",2009"
"10140,""Hiawatha & Radna/Pocket Rag.mid"",2009"
"10148,""Hiawatha & Radna/Poison Oak Leaf Rag.mid"",2005"
"10350,""Hiawatha & Radna/Prussia White.mid"",2009"
"10484,""Hiawatha & Radna/Radiation Rag.mid"",2009"
"10560,""Hiawatha & Radna/Rag Man Cometh  The.mid"",2009"
"11040,""Hiawatha & Radna/Ragtime Thunderstorm, A.mid"",2009"
"11284,""Hiawatha & Radna/Red Glasses.mid"",2009"
"11518,""Hiawatha & Radna/Robber Fly Rag.mid"",2009"
"11751,""Hiawatha & Radna/Saguaro Rag.mid"",2009"
"11762,""Hiawatha & Radna/Saki Rag.mid"",2009"
"11848,""Hiawatha & Radna/Sarsaparilla Rag.mid"",2009"
"11870,""Hiawatha & Radna/Saturnian Rag.mid"",2009"
"11928,""Hiawatha & Radna/Scissor Rag.mid"",2009"
"12019,""Hiawatha & Radna/Sepia Rag.mid"",2009"
"12150,""Hiawatha & Radna/Shortstop  The.mid"",2009"
"12305,""Hiawatha & Radna/Skulduggery Rag.mid"",2009"
"12411,""Hiawatha & Radna/Smokehouse Rag.mid"",2009"
"12480,""Hiawatha & Radna/Socialite Rag.mid"",2009"
"12586,""Hiawatha & Radna/Sostenuto Rag.mid"",2009"
"12595,""Hiawatha & Radna/Soundview Rag.mid"",2009"
"12765,""Hiawatha & Radna/Spumoni Rag.mid"",2009"
"12766,""Hiawatha & Radna/Spuyten Duyvil Rag.mid"",2009"
"13172,""Hiawatha & Radna/Sweatman's Trunk.mid"",2009"
"13330,""Hiawatha & Radna/Syzygy.mid"",2000"
"13373,""Hiawatha & Radna/Talisman Rag.mid"",2009"
"13454,""Hiawatha & Radna/Taupe Rag.mid"",2009"
"14403,""Hiawatha & Radna/Tuxedo Vegas.mid"",2009"
"14478,""Hiawatha & Radna/Umbrella Rag.mid"",2009"
"14595,""Hiawatha & Radna/Valencia Rag.mid"",2009"
"14667,""Hiawatha & Radna/Vinegar Rag.mid"",2009"
"14738,""Hiawatha & Radna/Waikiki Rag.mid"",2009"
"14781,""Hiawatha & Radna/Walnut Rag.mid"",2009"
"15188,""Hiawatha & Radna/Whore Of Babylon.mid"",2009"
"15321,""Hiawatha & Radna/Wolf Spider Rag.mid"",2009"
"15331,""Hiawatha & Radna/Wonderland Rag.mid"",2009"
"15384,""Hiawatha & Radna/Xenium  The.mid"",2010"
"15459,""Hiawatha & Radna/Yonkers Rag.mid"",2009"
"241,""Wilson/Alaskan Rag  The.mid"",n/a"
"342,""Wilson/Amatory Hallucination Rag.mid"",1976"
"500,""Wilson/Arctic Sunset.mid"",1959"
"685,""Wilson/Babe, It's Too Long Off.mid"",1906"
"1138,""Wilson/Blackville Society Cake Walk.mid"",1899"
"1402,""Wilson/Breeze From Blackville, A.mid"",1899"
"1483,""Wilson/Brun Campbell Express.mid"",1966"
"1620,""Wilson/Buzzer Rag.mid"",1909"
"1705,""Wilson/Cake-Walk In The Sky  The.mid"",1899"
"1717,""Wilson/Cakewalkin' Shoes.mid"",1964"
"1738,""Wilson/California Porcupine Rag.mid"",n/a"
"1832,""Wilson/Caprice Rag.mid"",n/a"
"1880,""Wilson/Carolina Fox Trot.mid"",1914"
"1984,""Wilson/Century Prize.mid"",1966"
"2023,""Wilson/Charleston Chuckles.mid"",1925"
"2077,""Wilson/Chestnut Valley Rag.mid"",1966"
"2145,""Wilson/Chimes Of Dixie.mid"",1960"
"2344,""Wilson/Coffee Rag.mid"",1915"
"2711,""Wilson/Cracked Ice Rag.mid"",1918"
"2895,""Wilson/Daintiness Rag.mid"",n/a"
"3123,""Wilson/Dead Man Blues.mid"",1926"
"3641,""Wilson/Dusky Dudes.mid"",1899"
"3858,""Wilson/Epitaph For Louis Chauvin.mid"",n/a"
"3859,""Wilson/Epithalamium.mid"",1993"
"3978,""Wilson/Evolution Rag.mid"",1912"
"4335,""Wilson/Foot Warmer  The.mid"",1914"
"4464,""Wilson/Friday Night.mid"",1966"
"4483,""Wilson/Frisco Frazzle.mid"",1912"
"4675,""Wilson/Geo. Cohan's Rag.mid"",1910"
"4705,""Wilson/Georgia Rainbow.mid"",1916"
"4872,""Wilson/Gold Bar Rag.mid"",1964"
"4910,""Wilson/Good And Plenty Rag.mid"",n/a"
"4946,""Wilson/Good Years  The.mid"",1964"
"5235,""Wilson/Harem Scarem Rag.mid"",1912"
"5791,""Wilson/Humorestless.mid"",1925"
"5974,""Wilson/I May Be Crazy, But I Ain't No Fool.mid"",1904"
"6007,""Wilson/I Want A Patriotic Girl.mid"",1911"
"6227,""Wilson/I'm Going On A Long Vacation.mid"",1910"
"6277,""Wilson/I'm Tired Of Everything But You.mid"",1925"
"6376,""Wilson/Incineratorag.mid"",n/a"
"6478,""Wilson/Is There Anything Else I Can Do For You?.mid"",1910"
"6800,""Wilson/Johnson Rag.mid"",1917"
"7036,""Wilson/Keep The Home Fires Burning.mid"",1915"
"7300,""Wilson/Last Rag.mid"",n/a"
"7534,""Wilson/Little Jack's Rag.mid"",1976"
"7584,""Wilson/Lobster Glide  The.mid"",1909"
"8068,""Wilson/Mattapan Rag.mid"",1981"
"8552,""Wilson/Morning Reveries.mid"",n/a"
"8748,""Wilson/My Little Bimbo.mid"",1920"
"8817,""Wilson/My Wife's Gone To The Country!.mid"",1909"
"8914,""Wilson/New Black Eagle Buck  The.mid"",1976"
"8949,""Wilson/New Orleans Hop Scop Blues.mid"",1916"
"8992,""Wilson/Nickel In The Slot.mid"",1923"
"9066,""Wilson/No One Could Do It Like My Father!.mid"",1909"
"9216,""Wilson/Oh That Beautiful Rag.mid"",1910"
"9336,""Wilson/Old Home Rag  The.mid"",n/a"
"9442,""Wilson/On The Old Dominion Line.mid"",1916"
"9461,""Wilson/One For Amelia.mid"",1964"
"9472,""Wilson/One For Norma.mid"",1976"
"9515,""Wilson/Opera House Rag.mid"",1960"
"9639,""Wilson/Palm Beach.mid"",1914"
"9648,""Wilson/Pan-Am Rag.mid"",1914"
"9787,""Wilson/Pear Blossoms.mid"",n/a"
"9921,""Wilson/Piano Man.mid"",1910"
"10046,""Wilson/Pine Apple Rag .mid"",1910"
"10172,""Wilson/Polyragmic.mid"",1964"
"10184,""Wilson/Poor Buttermilk.mid"",1921"
"10725,""Wilson/Raggin' Rudi.mid"",1974"
"10827,""Wilson/Ragtime Bobolink.mid"",n/a"
"10943,""Wilson/Ragtime Mocking Bird.mid"",1912"
"11158,""Wilson/Rastus On Parade.mid"",1895"
"11313,""Wilson/Red Rambler Rag.mid"",1912"
"11572,""Wilson/Romantic Rag.mid"",1976"
"11677,""Wilson/Rufenreddy.mid"",1922"
"11756,""Wilson/Sailing Down The Chesapeake Bay.mid"",1913"
"11823,""Wilson/Sandpoint Rag.mid"",1986"
"11964,""Wilson/Seabiscuits.mid"",n/a"
"12157,""Wilson/Show-Me Rag  The.mid"",1966"
"12175,""Wilson/Shy And Sly.mid"",1915"
"12219,""Wilson/Silver Rocket.mid"",1966"
"12451,""Wilson/Snoring Sampson.mid"",1907"
"12468,""Wilson/So Here We Are.mid"",1930"
"12734,""Wilson/Spooney Hollow.mid"",1920"
"13222,""Wilson/Sweet Sixteenths.mid"",1976"
"13468,""Wilson/Teasing Rag.mid"",1912"
"13532,""Wilson/Tennessee Synkopes.mid"",1964"
"13645,""Wilson/That Dying Rag.mid"",1907"
"13726,""Wilson/That Madrid Rag.mid"",1911"
"13983,""Wilson/Thoroughbred Rag.mid"",1960"
"14111,""Wilson/Titanic Rag.mid"",1971"
"14121,""Wilson/Toad Stool Rag.mid"",n/a"
"14249,""Wilson/Traumerei.mid"",1925"
"14295,""Wilson/Tribute To Joplin.mid"",1964"
"14314,""Wilson/Trillium Rag.mid"",1964"
"14748,""Wilson/Waiting For The Robert E. Lee .mid"",1912"
"15083,""Wilson/When Your Hair Is Like The Snow.mid"",1907"
"15137,""Wilson/Whistling Rag  The.mid"",1911"
"15138,""Wilson/Whistling Rufus.mid"",1899"
"20,""Pitt-Payne/12th Street Rag .mid"",1919"
"67,""Pitt-Payne/Aba Daba Honeymoon  The.mid"",1914"
"75,""Pitt-Payne/Abraham Lincoln Jones.mid"",1909"
"73,""Pitt-Payne/Abraham.mid"",1904"
"99,""Pitt-Payne/Aero-Rag  The.mid"",1910"
"110,""Pitt-Payne/African Glide  The.mid"",1910"
"112,""Pitt-Payne/African Hunter  The.mid"",1909"
"118,""Pitt-Payne/African Smile    An.mid"",n/a"
"128,""Pitt-Payne/After All These Years.mid"",1936"
"138,""Pitt-Payne/After The Cake Walk.mid"",1900"
"143,""Pitt-Payne/After You Get What You Want You Don't Want It.mid"",1920"
"148,""Pitt-Payne/Aggravation Rag.mid"",1910"
"149,""Pitt-Payne/Agitation Rag.mid"",1915"
"155,""Pitt-Payne/Ain't Dat A Shame?.mid"",1901"
"160,""Pitt-Payne/Ain't It Funny.mid"",1912"
"165,""Pitt-Payne/Ain't She Sweet? .mid"",1927"
"166,""Pitt-Payne/Ain't That A Grand And Glorious Feeling?.mid"",1927"
"167,""Pitt-Payne/Ain't That Some Rag ?.mid"",1912"
"168,""Pitt-Payne/Ain't That Too Bad?.mid"",1927"
"170,""Pitt-Payne/Ain't You Coming Out Tonight.mid"",1909"
"185,""Pitt-Payne/Alabama Ball.mid"",1918"
"188,""Pitt-Payne/Alabama Blossoms.mid"",1905"
"196,""Pitt-Payne/Alabama Cotton Ball.mid"",1914"
"205,""Pitt-Payne/Alabama Jubilee .mid"",1915"
"232,""Pitt-Payne/Alagazam!.mid"",1902"
"236,""Pitt-Payne/Alamo Rag.mid"",1910"
"237,""Pitt-Payne/Alarm Clock Blues.mid"",1921"
"247,""Pitt-Payne/Alcoholic Blues  The.mid"",1919"
"250,""Pitt-Payne/Alexander's Back From Dixie With His Rag-time Band.mid"",1917"
"251,""Pitt-Payne/Alexander's Bag-Pipe Band.mid"",1912"
"257,""Pitt-Payne/Alexander's Ragtime Band .mid"",1911"
"258,""Pitt-Payne/Alfalfa.mid"",1910"
"259,""Pitt-Payne/Alfredo Rag  The.mid"",1916"
"271,""Pitt-Payne/All Aboard For Chinatown.mid"",1915"
"272,""Pitt-Payne/All Aboard For Dixie Land.mid"",1913"
"273,""Pitt-Payne/All Aboard The Ragtime Train.mid"",1917"
"278,""Pitt-Payne/All Coons Look Alike To Me.mid"",1896"
"282,""Pitt-Payne/All I Do Is Dream Of You.mid"",1934"
"283,""Pitt-Payne/All I Want Is Ma Chickens.mid"",1899"
"286,""Pitt-Payne/All Is Over When The Bells Begin To Ring.mid"",1913"
"287,""Pitt-Payne/All Muddled Up.mid"",1922"
"297,""Pitt-Payne/All The Candy.mid"",1907"
"301,""Pitt-Payne/All The Money.mid"",1908"
"302,""Pitt-Payne/All The Quakers Are Shoulder Shakers.mid"",1919"
"309,""Pitt-Payne/Allen Glide  The.mid"",1915"
"334,""Pitt-Payne/Am I Blue?.mid"",1929"
"349,""Pitt-Payne/America, I Love You.mid"",1915"
"356,""Pitt-Payne/American Dancers  The.mid"",1908"
"358,""Pitt-Payne/American Jubilee.mid"",1916"
"363,""Pitt-Payne/American Rag Time  The.mid"",1908"
"375,""Pitt-Payne/Amo.mid"",1909"
"380,""Pitt-Payne/Anaconda Two-Step.mid"",1901"
"384,""Pitt-Payne/Ancient Coon  The.mid"",1900"
"385,""Pitt-Payne/And He'd Say Oo-La La! Wee-Wee.mid"",1919"
"388,""Pitt-Payne/And They Called It Dixieland.mid"",1916"
"396,""Pitt-Payne/Angel Food.mid"",1911"
"400,""Pitt-Payne/Angle-Worm Wiggle  The.mid"",1910"
"408,""Pitt-Payne/Anna Lou From Kalamazoo.mid"",1907"
"424,""Pitt-Payne/Another Rag.mid"",1911"
"436,""Pitt-Payne/Anti-Rag-time Girl.mid"",1913"
"434,""Pitt-Payne/Antiquary.mid"",1926"
"438,""Pitt-Payne/Any Ice To-Day, Lady?.mid"",1926"
"439,""Pitt-Payne/Any Ice?.mid"",1904"
"441,""Pitt-Payne/Any Old Place I Can Hang My Hat.mid"",1901"
"445,""Pitt-Payne/Any Old Time At All.mid"",1906"
"446,""Pitt-Payne/Any Rags?.mid"",1903"
"450,""Pitt-Payne/Anything Is Nice If It Comes From Dixieland.mid"",1919"
"463,""Pitt-Payne/Apple Jack.mid"",1909"
"470,""Pitt-Payne/Apple Tree And The Bumble Bee  The.mid"",1913"
"476,""Pitt-Payne/April Fool Rag.mid"",1911"
"488,""Pitt-Payne/Arabian Nights.mid"",1900"
"491,""Pitt-Payne/Araby.mid"",1915"
"498,""Pitt-Payne/Arctic Brotherhood.mid"",1909"
"501,""Pitt-Payne/Are We Downhearted? No!.mid"",1928"
"506,""Pitt-Payne/Arithmetic Of Love.mid"",1916"
"551,""Pitt-Payne/At A Darktown Cakewalk.mid"",1899"
"552,""Pitt-Payne/At A Georgia Campmeeting.mid"",1897"
"561,""Pitt-Payne/At An Ole Virginia Wedding.mid"",1899"
"562,""Pitt-Payne/At Coontown's Picnic.mid"",1899"
"566,""Pitt-Payne/At That Bully Wooly Wild West Show.mid"",1913"
"570,""Pitt-Payne/At The Ball, That's All.mid"",1913"
"574,""Pitt-Payne/At The Coffee Cooler's Tea.mid"",1918"
"577,""Pitt-Payne/At The Dixie Military Ball.mid"",1918"
"582,""Pitt-Payne/At The High Brown Babies' Ball.mid"",1919"
"585,""Pitt-Payne/At The Jazz Band Ball.mid"",1917"
"587,""Pitt-Payne/At The Mississippi Cabaret.mid"",1914"
"594,""Pitt-Payne/At The Ragtime Ball.mid"",1911"
"597,""Pitt-Payne/At The Yiddish Cabaret.mid"",1913"
"599,""Pitt-Payne/At Uncle Tom's Cabin Door.mid"",1912"
"590,""Pitt-Payne/At the Panama Pacific Fair .mid"",1914"
"611,""Pitt-Payne/Audacious Arabella.mid"",1900"
"625,""Pitt-Payne/Aunt Hannah.mid"",1900"
"626,""Pitt-Payne/Aunt Jane.mid"",1905"
"633,""Pitt-Payne/Aunt Jemina Slide  The.mid"",1917"
"634,""Pitt-Payne/Aunt Mandy's Wedding.mid"",1899"
"639,""Pitt-Payne/Auntie Skinner's Chicken Dinner.mid"",1915"
"651,""Pitt-Payne/Auto Girl  The.mid"",1914"
"650,""Pitt-Payne/Auto Girl.mid"",1906"
"656,""Pitt-Payne/Automobile.mid"",1907"
"671,""Pitt-Payne/Aviation Rag.mid"",1910"
"672,""Pitt-Payne/Aviator Rag  The.mid"",1910"
"688,""Pitt-Payne/Baby Blue.mid"",1910"
"710,""Pitt-Payne/Bacchanal Rag  The.mid"",1912"
"711,""Pitt-Payne/Bachelor Days.mid"",1916"
"713,""Pitt-Payne/Bachelors Button.mid"",1909"
"722,""Pitt-Payne/Back To Life.mid"",1905"
"734,""Pitt-Payne/Bad News Blues.mid"",1923"
"740,""Pitt-Payne/Bake Dat Chicken Pie.mid"",1906"
"749,""Pitt-Payne/Ballin' The Jack .mid"",1913"
"750,""Pitt-Payne/Balloon Rag.mid"",1911"
"757,""Pitt-Payne/Baltimore Buck.mid"",1905"
"758,""Pitt-Payne/Baltimore Buzz.mid"",1921"
"764,""Pitt-Payne/Bam Bam Bamy Shore.mid"",1925"
"766,""Pitt-Payne/Bamboo Lane.mid"",1909"
"776,""Pitt-Payne/Band! Band! Band!.mid"",1910"
"804,""Pitt-Payne/Barber Pole Rag  The.mid"",1911"
"821,""Pitt-Payne/Barnum And Bailey Rag.mid"",1915"
"834,""Pitt-Payne/Base Ball Rag.mid"",1910"
"838,""Pitt-Payne/Bashful Bachelor, A.mid"",1905"
"850,""Pitt-Payne/Bayside Fox Trot.mid"",1914"
"860,""Pitt-Payne/Beans ! Beans ! Beans !.mid"",1912"
"872,""Pitt-Payne/Beautiful Eyes.mid"",1909"
"879,""Pitt-Payne/Beautiful Spooney Isle.mid"",1912"
"884,""Pitt-Payne/Becky's Got A Job In A Musical Show.mid"",1912"
"887,""Pitt-Payne/Bee That Gets The Honey  The.mid"",1906"
"891,""Pitt-Payne/Beedy-Boo.mid"",1919"
"899,""Pitt-Payne/Bees Wax.mid"",1911"
"903,""Pitt-Payne/Beets And Turnips.mid"",1915"
"913,""Pitt-Payne/Bell Hop Rag  The.mid"",1914"
"918,""Pitt-Payne/Belle Of Honolulu  The.mid"",1898"
"919,""Pitt-Payne/Belle Of Koontucky.mid"",1897"
"923,""Pitt-Payne/Belle Of Richmond.mid"",1902"
"925,""Pitt-Payne/Belle Of The Cakewalk.mid"",1897"
"932,""Pitt-Payne/Belles Of Dixie  The.mid"",1905"
"958,""Pitt-Payne/Beside The Sea At Waikiki.mid"",1916"
"980,""Pitt-Payne/Big Chief Battle-Axe.mid"",1907"
"1007,""Pitt-Payne/Billikin Rag.mid"",1913"
"1018,""Pitt-Payne/Bing! Bing!.mid"",1915"
"1020,""Pitt-Payne/Bingo.mid"",1910"
"1081,""Pitt-Payne/Black Cupid's Birthday.mid"",1898"
"1088,""Pitt-Payne/Black Feather Two Step.mid"",1908"
"1123,""Pitt-Payne/Black Wasp Rag.mid"",1911"
"1139,""Pitt-Payne/Blackville Strutters Ball  The.mid"",1900"
"1142,""Pitt-Payne/Blame It On The Blues.mid"",1914"
"1145,""Pitt-Payne/Blarney Kisses.mid"",1911"
"1182,""Pitt-Payne/Blue Danube Blues.mid"",1921"
"1183,""Pitt-Payne/Blue Devils Of France  The.mid"",1918"
"1185,""Pitt-Payne/Blue Eyed Sue.mid"",1904"
"1201,""Pitt-Payne/Blue Hoosier Blues.mid"",1923"
"1205,""Pitt-Payne/Blue Lament.mid"",1934"
"1211,""Pitt-Payne/Blue Moments.mid"",1932"
"1218,""Pitt-Payne/Blue Note.mid"",1922"
"1252,""Pitt-Payne/Blue-Eyed Sally.mid"",1924"
"1259,""Pitt-Payne/Blues My Naughty Sweetie Gives To Me.mid"",1919"
"1263,""Pitt-Payne/Bluffton Carnival Rag  The.mid"",1899"
"1295,""Pitt-Payne/Bo-La-Bo.mid"",1919"
"1288,""Pitt-Payne/Bohemia Rag.mid"",1912"
"1293,""Pitt-Payne/Boiled Owl.mid"",1911"
"1302,""Pitt-Payne/Bolo Rag  The .mid"",1909"
"1308,""Pitt-Payne/Bon Bon Buddy.mid"",1907"
"1309,""Pitt-Payne/Bon Marche  The.mid"",1904"
"1314,""Pitt-Payne/Bone-Dry.mid"",1918"
"1331,""Pitt-Payne/Boo-loo Beau.mid"",1910"
"1333,""Pitt-Payne/Boom-e-Rag  The.mid"",1898"
"1341,""Pitt-Payne/Bootblack Rag  The.mid"",1911"
"1343,""Pitt-Payne/Border Blues.mid"",1916"
"1346,""Pitt-Payne/Borneo Rag.mid"",1911"
"1348,""Pitt-Payne/Bos'n Rag  The.mid"",1899"
"1358,""Pitt-Payne/Bouncing Betty.mid"",1906"
"1359,""Pitt-Payne/Bouncing On The Keys.mid"",1924"
"1379,""Pitt-Payne/Brain-Storm Rag.mid"",1907"
"1381,""Pitt-Payne/Bran Dance Shuffle, A.mid"",1902"
"1389,""Pitt-Payne/Brazilian Nut  The.mid"",1915"
"1423,""Pitt-Payne/Bring Back The Old Hurdy Gurdy.mid"",1959"
"1427,""Pitt-Payne/Bring On The Pepper.mid"",1922"
"1431,""Pitt-Payne/Britannia Rag.mid"",1952"
"1466,""Pitt-Payne/Brother-'N-Law Dan.mid"",1922"
"1474,""Pitt-Payne/Brown Paper.mid"",n/a"
"1492,""Pitt-Payne/Bubi.mid"",1913"
"1496,""Pitt-Payne/Buck Shots.mid"",1924"
"1505,""Pitt-Payne/Bud Rag.mid"",1909"
"1511,""Pitt-Payne/Budgery Feller.mid"",1919"
"1517,""Pitt-Payne/Buffalo Means Business.mid"",1909"
"1543,""Pitt-Payne/Bull Frog Blues.mid"",1916"
"1549,""Pitt-Payne/Bull-Frog and the Coon  The.mid"",1906"
"1553,""Pitt-Payne/Bully's Weddin' Night    De.mid"",1896"
"1566,""Pitt-Payne/Bunch Of Noise.mid"",1908"
"1576,""Pitt-Payne/Bunny-Boy.mid"",1912"
"1579,""Pitt-Payne/Burglar's Dream  The.mid"",1912"
"1585,""Pitt-Payne/Burning The Keys.mid"",1928"
"1593,""Pitt-Payne/Business Is Business.mid"",1911"
"1596,""Pitt-Payne/Buster Rag.mid"",1915"
"1604,""Pitt-Payne/Butcher Rag.mid"",1912"
"1617,""Pitt-Payne/Buxton Slow Drag.mid"",1907"
"1618,""Pitt-Payne/Buy A Bale Of Cotton.mid"",1914"
"1625,""Pitt-Payne/By Heck .mid"",1914"
"1626,""Pitt-Payne/By The Beautiful Sea.mid"",1914"
"1627,""Pitt-Payne/By The Big Blue Billabong.mid"",1918"
"1629,""Pitt-Payne/By The Light Of The Silvery Moon.mid"",1909"
"1633,""Pitt-Payne/By The Susquehanna Shore.mid"",1914"
"1643,""Pitt-Payne/C.O.D..mid"",1916"
"1645,""Pitt-Payne/Cabaret 'neath The Old Egyptian Moon, A.mid"",1915"
"1651,""Pitt-Payne/Caberavings.mid"",1914"
